Porto Alegre;
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
14/04/2000;0000;19,4;92,0;1007,9;1,0;23,0;3,0;7,70;24,2;;;
14/04/2000;1200;19,4;88,0;1012,2;1,0;27,0;6,0;;;16,8;13,0;
14/04/2000;1800;23,7;65,0;1010,3;1,6;23,0;4,0;;;;;
15/04/2000;0000;17,4;85,0;1012,4;0,8;18,0;0,0;9,30;25,6;;;
15/04/2000;1200;18,0;82,0;1013,9;0,7;9,0;6,0;;;13,1;0,0;
15/04/2000;1800;25,4;60,0;1011,0;0,8;14,0;2,0;;;;;
16/04/2000;0000;18,6;86,0;1013,9;1,6;14,0;0,0;4,60;25,0;;;
16/04/2000;1200;21,2;75,0;1013,1;2,1;14,0;6,0;;;16,6;0,0;
16/04/2000;1800;24,4;69,0;1008,6;1,6;14,0;9,0;;;;;
17/04/2000;0000;20,6;85,0;1012,3;2,0;14,0;6,0;0,00;20,8;;;
17/04/2000;1200;17,9;89,0;1010,6;4,8;14,0;10,0;;;17,0;5,5;
17/04/2000;1800;17,5;94,0;1007,6;2,5;9,0;10,0;;;;;
18/04/2000;0000;18,0;95,0;1007,3;3,0;14,0;10,0;3,00;26,2;;;
18/04/2000;1200;19,9;88,0;1006,0;1,3;9,0;9,0;;;18,0;15,7;
18/04/2000;1800;25,4;73,0;1002,1;0,5;9,0;7,0;;;;;
19/04/2000;0000;20,8;91,0;1001,2;0,8;9,0;10,0;7,20;23,8;;;
19/04/2000;1200;20,5;78,0;1003,0;4,1;32,0;4,0;;;18,4;14,0;
19/04/2000;1800;21,8;73,0;1001,8;2,5;32,0;4,0;;;;;
20/04/2000;0000;18,6;69,0;1003,1;3,0;32,0;3,0;0,40;20,0;;;
20/04/2000;1200;17,0;86,0;1006,2;4,6;32,0;10,0;;;16,8;0,0;
20/04/2000;1800;18,8;83,0;1004,6;5,0;27,0;10,0;;;;;
21/04/2000;0000;18,6;86,0;1006,9;3,6;32,0;10,0;1,90;22,0;;;
21/04/2000;1200;17,0;88,0;1008,6;2,3;32,0;10,0;;;16,8;0,2;
21/04/2000;1800;21,0;74,0;1009,7;3,0;27,0;9,0;;;;;
22/04/2000;0000;18,4;86,0;1011,4;0,8;32,0;6,0;9,10;23,2;;;
22/04/2000;1200;15,3;89,0;1014,7;1,0;23,0;5,0;;;13,7;0,5;
22/04/2000;1800;22,2;56,0;1012,0;1,3;32,0;4,0;;;;;
23/04/2000;0000;16,0;89,0;1012,3;0,0;0,0;0,0;9,10;24,6;;;
23/04/2000;1200;15,2;89,0;1013,6;0,8;27,0;1,0;;;11,8;0,0;
23/04/2000;1800;24,4;56,0;1008,4;0,8;32,0;1,0;;;;;
24/04/2000;0000;16,6;89,0;1009,7;0,0;0,0;0,0;8,90;27,4;;;
24/04/2000;1200;16,1;89,0;1012,3;0,0;0,0;1,0;;;12,8;0,0;
24/04/2000;1800;26,5;52,0;1009,7;0,7;23,0;0,0;;;;;
25/04/2000;0000;18,4;76,0;1009,9;0,8;32,0;0,0;7,70;28,3;;;
25/04/2000;1200;18,0;82,0;1011,4;0,5;32,0;0,0;;;13,8;0,0;
25/04/2000;1800;28,3;45,0;1009,7;0,0;0,0;5,0;;;;;
26/04/2000;0000;20,2;85,0;1007,7;0,7;36,0;0,0;8,90;28,6;;;
26/04/2000;1200;20,4;72,0;1011,3;0,0;0,0;0,0;;;16,3;0,0;
26/04/2000;1800;28,4;52,0;1008,3;0,8;32,0;0,0;;;;;
27/04/2000;0000;21,8;75,0;1010,9;0,8;9,0;0,0;8,20;29,4;;;
27/04/2000;1200;19,6;85,0;1012,3;0,0;0,0;0,0;;;15,8;0,0;
27/04/2000;1800;29,0;54,0;1009,2;0,8;9,0;7,0;;;;;
28/04/2000;0000;23,2;76,0;1010,3;0,3;9,0;3,0;1,00;24,8;;;
28/04/2000;1200;22,0;80,0;1011,8;0,1;9,0;6,0;;;19,0;0,0;
28/04/2000;1800;20,0;95,0;1011,8;1,6;18,0;10,0;;;;;
29/04/2000;0000;19,6;96,0;1013,9;0,5;27,0;5,0;5,50;26,3;;;
29/04/2000;1200;20,2;95,0;1015,6;0,0;0,0;9,0;;;18,2;3,5;
29/04/2000;1800;24,8;71,0;1011,2;1,3;9,0;7,0;;;;;
30/04/2000;0000;20,4;90,0;1011,0;0,8;9,0;0,0;7,50;30,2;;;
30/04/2000;1200;21,1;89,0;1012,2;0,0;0,0;4,0;;;18,0;0,0;
30/04/2000;1800;28,8;62,0;1007,8;1,3;9,0;7,0;;;;;
01/05/2000;0000;23,2;82,0;1009,3;0,8;9,0;3,0;3,70;30,4;;;
01/05/2000;1200;22,0;80,0;1008,0;0,0;0,0;2,0;;;18,3;0,0;
01/05/2000;1800;28,4;56,0;1003,4;0,7;27,0;7,0;;;;;
02/05/2000;0000;23,0;81,0;1004,1;2,0;14,0;8,0;1,20;23,6;;;
02/05/2000;1200;17,3;91,0;1009,3;0,7;36,0;10,0;;;15,5;9,9;
02/05/2000;1800;21,2;78,0;1006,8;2,1;32,0;10,0;;;;;
03/05/2000;0000;17,7;91,0;1011,7;0,0;0,0;9,0;1,10;23,8;;;
03/05/2000;1200;18,2;92,0;1013,9;1,6;9,0;9,0;;;15,7;0,2;
03/05/2000;1800;23,4;73,0;1010,6;1,3;14,0;9,0;;;;;
04/05/2000;0000;20,4;83,0;1009,9;1,6;14,0;9,0;3,50;26,0;;;
04/05/2000;1200;21,0;87,0;1010,0;0,0;0,0;10,0;;;20,0;0,1;
04/05/2000;1800;25,8;71,0;1006,8;2,0;18,0;9,0;;;;;
05/05/2000;0000;22,0;87,0;1006,8;0,8;14,0;10,0;0,60;24,0;;;
05/05/2000;1200;20,4;98,0;1004,3;0,5;14,0;10,0;;;17,6;74,7;
05/05/2000;1800;23,8;86,0;999,0;1,6;27,0;9,0;;;;;
06/05/2000;0000;17,6;93,0;1004,6;5,3;27,0;10,0;3,80;18,2;;;
06/05/2000;1200;12,0;64,0;1005,1;8,3;27,0;10,0;;;10,2;6,1;
06/05/2000;1800;15,7;60,0;1005,9;8,6;27,0;5,0;;;;;
07/05/2000;0000;14,2;73,0;1009,9;3,6;32,0;0,0;8,60;18,4;;;
07/05/2000;1200;11,6;80,0;1013,4;2,0;27,0;0,0;;;9,8;0,0;
07/05/2000;1800;18,0;55,0;1012,1;3,3;27,0;0,0;;;;;
08/05/2000;0000;13,8;77,0;1014,1;0,3;27,0;0,0;7,80;20,0;;;
08/05/2000;1200;11,9;86,0;1015,4;0,0;0,0;8,0;;;9,6;0,0;
08/05/2000;1800;19,6;55,0;1010,3;1,8;23,0;3,0;;;;;
09/05/2000;0000;14,8;84,0;1013,1;0,8;14,0;4,0;8,10;20,2;;;
09/05/2000;1200;13,0;85,0;1016,2;1,3;27,0;1,0;;;10,8;0,0;
09/05/2000;1800;19,8;58,0;1014,7;0,3;27,0;2,0;;;;;
10/05/2000;0000;14,6;82,0;1016,0;0,0;0,0;9,0;4,20;20,2;;;
10/05/2000;1200;13,0;88,0;1020,7;0,0;0,0;6,0;;;11,0;0,0;
10/05/2000;1800;19,4;66,0;1018,8;0,8;27,0;8,0;;;;;
11/05/2000;0000;15,6;93,0;1019,7;0,8;14,0;8,0;5,40;22,0;;;
11/05/2000;1200;15,8;91,0;1021,0;0,0;0,0;7,0;;;13,2;1,1;
11/05/2000;1800;20,0;69,0;1017,1;3,0;14,0;9,0;;;;;
12/05/2000;0000;16,4;77,0;1016,3;2,0;9,0;1,0;8,50;25,1;;;
12/05/2000;1200;16,8;79,0;1016,4;0,7;9,0;0,0;;;14,4;0,0;
12/05/2000;1800;24,5;51,0;1012,8;1,0;5,0;1,0;;;;;
13/05/2000;0000;18,0;84,0;1014,1;0,8;9,0;0,0;8,80;25,4;;;
13/05/2000;1200;17,4;72,0;1015,7;1,0;9,0;0,0;;;13,8;0,0;
13/05/2000;1800;24,5;54,0;1013,0;0,0;0,0;1,0;;;;;
14/05/2000;0000;17,9;85,0;1015,4;1,3;9,0;0,0;1,90;22,1;;;
14/05/2000;1200;16,5;98,0;1016,6;0,0;0,0;10,0;;;15,0;0,0;
14/05/2000;1800;21,7;69,0;1011,3;1,6;9,0;10,0;;;;;
15/05/2000;0000;18,8;90,0;1011,2;2,3;14,0;6,0;0,80;21,9;;;
15/05/2000;1200;18,5;91,0;1012,0;0,0;0,0;10,0;;;17,2;0,0;
15/05/2000;1800;21,5;78,0;1005,7;3,6;18,0;8,0;;;;;
16/05/2000;0000;19,2;86,0;1004,8;4,0;14,0;8,0;0,50;22,5;;;
16/05/2000;1200;19,2;92,0;999,0;3,3;14,0;10,0;;;18,8;5,0;
16/05/2000;1800;22,2;82,0;996,6;2,5;9,0;10,0;;;;;
17/05/2000;0000;19,1;79,0;1002,0;1,3;27,0;8,0;0,00;19,1;;;
17/05/2000;1200;15,2;94,0;1005,8;0,0;0,0;10,0;;;14,2;2,1;
17/05/2000;1800;16,0;91,0;1004,0;0,3;27,0;10,0;;;;;
18/05/2000;0000;14,2;97,0;1007,9;1,6;27,0;6,0;1,80;19,6;;;
18/05/2000;1200;16,6;88,0;1013,3;2,6;14,0;7,0;;;14,0;20,8;
18/05/2000;1800;18,9;69,0;1012,8;4,3;18,0;10,0;;;;;
19/05/2000;0000;14,4;88,0;1015,1;0,3;14,0;1,0;5,10;19,0;;;
19/05/2000;1200;14,7;92,0;1017,2;1,6;27,0;5,0;;;11,1;0,0;
19/05/2000;1800;16,9;70,0;1016,1;4,0;18,0;9,0;;;;;
20/05/2000;0000;14,0;82,0;1017,1;0,0;0,0;6,0;5,10;20,2;;;
20/05/2000;1200;12,2;97,0;1019,0;0,5;23,0;10,0;;;10,6;0,0;
20/05/2000;1800;19,6;68,0;1017,1;0,8;18,0;3,0;;;;;
21/05/2000;0000;14,4;91,0;1017,1;1,3;18,0;3,0;7,10;22,4;;;
21/05/2000;1200;13,2;96,0;1018,1;0,3;18,0;6,0;;;11,0;0,0;
21/05/2000;1800;22,2;58,0;1016,2;0,7;18,0;1,0;;;;;
22/05/2000;0000;15,4;89,0;1017,1;0,8;14,0;2,0;8,60;23,1;;;
22/05/2000;1200;13,6;98,0;1020,1;0,8;14,0;3,0;;;11,7;0,0;
22/05/2000;1800;22,9;59,0;1016,3;2,3;14,0;0,0;;;;;
23/05/2000;0000;17,8;82,0;1018,2;0,8;14,0;6,0;2,50;21,8;;;
23/05/2000;1200;17,2;89,0;1020,0;0,3;14,0;9,0;;;16,2;0,0;
23/05/2000;1800;20,8;74,0;1016,8;1,6;14,0;8,0;;;;;
24/05/2000;0000;16,4;89,0;1018,1;1,3;14,0;3,0;8,30;24,2;;;
24/05/2000;1200;16,4;90,0;1018,8;0,0;0,0;0,0;;;14,8;0,0;
24/05/2000;1800;23,4;50,0;1011,8;0,8;14,0;0,0;;;;;
25/05/2000;0000;17,4;87,0;1011,4;0,8;14,0;0,0;7,70;29,0;;;
25/05/2000;1200;16,3;89,0;1008,9;0,0;0,0;7,0;;;13,6;0,0;
25/05/2000;1800;28,3;45,0;1001,7;2,1;36,0;6,0;;;;;
26/05/2000;0000;22,4;63,0;998,4;0,8;9,0;0,0;6,20;24,3;;;
26/05/2000;1200;17,0;86,0;1005,9;5,1;27,0;7,0;;;15,8;9,6;
26/05/2000;1800;20,0;65,0;1006,0;6,3;27,0;8,0;;;;;
27/05/2000;0000;15,8;87,0;1008,9;3,3;27,0;0,0;8,50;18,6;;;
27/05/2000;1200;11,5;88,0;1012,7;2,8;5,0;4,0;;;10,2;0,0;
27/05/2000;1800;18,2;54,0;1009,6;5,0;23,0;5,0;;;;;
28/05/2000;0000;13,4;79,0;1011,9;1,3;27,0;0,0;7,20;18,0;;;
28/05/2000;1200;9,7;88,0;1014,8;1,5;27,0;4,0;;;8,4;0,0;
28/05/2000;1800;17,4;62,0;1010,9;3,6;27,0;5,0;;;;;
29/05/2000;0000;12,4;81,0;1013,3;1,3;27,0;0,0;7,20;18,2;;;
29/05/2000;1200;8,8;95,0;1012,8;0,7;23,0;1,0;;;7,0;0,0;
29/05/2000;1800;16,9;55,0;1010,3;0,0;0,0;7,0;;;;;
30/05/2000;0000;11,6;82,0;1010,9;0,8;14,0;6,0;7,00;19,2;;;
30/05/2000;1200;11,0;89,0;1009,3;1,3;27,0;10,0;;;9,8;0,0;
30/05/2000;1800;18,6;55,0;1005,8;1,6;32,0;0,0;;;;;
31/05/2000;0000;13,8;73,0;1007,0;2,3;27,0;0,0;1,10;14,6;;;
31/05/2000;1200;11,1;87,0;1011,1;1,3;27,0;4,0;;;10,0;0,0;
31/05/2000;1800;13,8;90,0;1010,3;2,0;27,0;10,0;;;;;
01/06/2000;0000;12,8;95,0;1012,3;1,6;27,0;10,0;4,80;16,0;;;
01/06/2000;1200;11,3;82,0;1017,2;1,3;23,0;8,0;;;10,0;9,7;
01/06/2000;1800;15,4;59,0;1015,0;0,7;18,0;9,0;;;;;
02/06/2000;0000;12,2;87,0;1016,6;0,3;18,0;10,0;8,00;18,0;;;
02/06/2000;1200;8,5;95,0;1017,6;0,7;14,0;2,0;;;6,8;0,3;
02/06/2000;1800;17,4;59,0;1015,8;1,0;9,0;3,0;;;;;
03/06/2000;0000;11,4;85,0;1017,0;2,5;14,0;0,0;7,20;21,8;;;
03/06/2000;1200;8,8;95,0;1017,8;0,5;9,0;6,0;;;7,8;0,0;
03/06/2000;1800;20,9;60,0;1018,0;1,0;32,0;2,0;;;;;
04/06/2000;0000;14,8;93,0;1016,8;0,7;14,0;0,0;8,00;23,4;;;
04/06/2000;1200;12,4;95,0;1017,7;0,7;9,0;0,0;;;8,8;0,0;
04/06/2000;1800;23,2;52,0;1015,2;0,8;9,0;3,0;;;;;
05/06/2000;0000;18,0;84,0;1013,8;0,3;9,0;6,0;3,00;23,8;;;
05/06/2000;1200;17,1;95,0;1014,4;0,0;0,0;8,0;;;16,3;3,1;
05/06/2000;1800;22,8;72,0;1010,2;1,6;9,0;10,0;;;;;
06/06/2000;0000;19,6;91,0;1012,2;0,8;36,0;10,0;0,00;20,0;;;
06/06/2000;1200;19,0;98,0;1013,6;0,0;0,0;10,0;;;18,8;36,9;
06/06/2000;1800;19,8;98,0;1012,6;0,3;9,0;10,0;;;;;
07/06/2000;0000;19,2;98,0;1013,0;0,3;9,0;10,0;0,00;21,8;;;
07/06/2000;1200;19,0;98,0;1012,4;0,5;9,0;10,0;;;18,5;31,6;
07/06/2000;1800;20,8;96,0;1011,6;0,5;9,0;10,0;;;;;
08/06/2000;0000;18,8;89,0;1012,0;0,8;36,0;10,0;0,50;22,2;;;
08/06/2000;1200;19,0;96,0;1011,1;0,0;0,0;9,0;;;18,0;11,5;
08/06/2000;1800;21,8;86,0;1009,4;2,5;27,0;10,0;;;;;
09/06/2000;0000;18,4;86,0;1012,4;1,0;5,0;1,0;2,20;20,2;;;
09/06/2000;1200;15,9;92,0;1016,6;1,3;5,0;7,0;;;15,2;0,0;
09/06/2000;1800;19,5;74,0;1014,7;0,8;36,0;8,0;;;;;
10/06/2000;0000;15,2;93,0;1016,4;0,8;5,0;0,0;7,30;26,0;;;
10/06/2000;1200;14,5;96,0;1014,3;0,0;0,0;5,0;;;13,8;0,0;
10/06/2000;1800;25,2;69,0;1007,9;1,6;9,0;4,0;;;;;
11/06/2000;0000;17,0;93,0;1011,2;3,3;23,0;10,0;0,30;19,6;;;
11/06/2000;1200;17,2;95,0;1010,3;0,7;5,0;10,0;;;16,2;27,2;
11/06/2000;1800;18,8;74,0;1009,7;2,0;27,0;10,0;;;;;
12/06/2000;0000;16,2;87,0;1010,7;0,3;5,0;2,0;6,90;18,2;;;
12/06/2000;1200;16,7;82,0;1012,7;0,0;0,0;4,0;;;14,8;0,4;
12/06/2000;1800;24,1;69,0;1008,2;2,8;5,0;1,0;;;;;
13/06/2000;0000;10,8;93,0;1014,7;0,0;;3,8;7,20;27,8;;;
13/06/2000;1200;15,8;96,0;1011,0;0,3;5,0;4,0;;;14,4;0,0;
13/06/2000;1800;27,7;51,0;1009,0;1,6;32,0;5,0;;;;;
14/06/2000;0000;21,4;82,0;1008,1;0,3;5,0;3,0;8,10;29,4;;;
14/06/2000;1200;17,8;87,0;1009,1;0,7;5,0;2,0;;;16,0;0,0;
14/06/2000;1800;28,8;56,0;1006,7;1,3;5,0;0,0;;;;;
15/06/2000;0000;22,6;77,0;1007,0;1,3;5,0;0,0;7,50;30,8;;;
15/06/2000;1200;17,6;84,0;1009,6;0,0;0,0;0,0;;;16,0;0,0;
15/06/2000;1800;30,5;45,0;1005,7;1,3;36,0;3,0;;;;;
16/06/2000;0000;23,4;73,0;1007,0;0,3;5,0;5,0;1,00;24,7;;;
16/06/2000;1200;23,2;65,0;1006,0;1,3;5,0;9,0;;;16,4;1,6;
16/06/2000;1800;21,8;83,0;1009,6;0,0;0,0;10,0;;;;;
17/06/2000;0000;16,4;91,0;1012,8;3,8;18,0;10,0;0,00;16,6;;;
17/06/2000;1200;13,4;95,0;1017,0;2,5;18,0;10,0;;;13,4;17,6;
17/06/2000;1800;14,7;91,0;1015,4;3,0;14,0;10,0;;;;;
18/06/2000;0000;14,5;96,0;1017,7;2,0;14,0;10,0;0,00;15,7;;;
18/06/2000;1200;14,5;95,0;1014,0;2,3;14,0;10,0;;;13,2;12,4;
18/06/2000;1800;14,7;95,0;1009,7;4,1;14,0;10,0;;;;;
19/06/2000;0000;15,4;97,0;1009,7;2,6;14,0;10,0;0,00;16,6;;;
19/06/2000;1200;13,1;97,0;1013,0;3,0;14,0;10,0;;;12,7;35,2;
19/06/2000;1800;14,2;93,0;1011,0;1,3;27,0;10,0;;;;;
20/06/2000;0000;13,8;95,0;1012,4;0,8;27,0;9,0;4,40;15,2;;;
20/06/2000;1200;10,2;89,0;1016,9;3,0;23,0;7,0;;;9,5;8,1;
20/06/2000;1800;12,8;61,0;1013,9;5,0;27,0;7,0;;;;;
21/06/2000;0000;10,0;76,0;1016,0;3,3;32,0;3,0;7,90;13,9;;;
21/06/2000;1200;7,7;81,0;1018,2;4,1;27,0;2,0;;;6,5;0,0;
21/06/2000;1800;13,6;37,0;1015,8;3,0;32,0;3,0;;;;;
22/06/2000;0000;9,8;79,0;1016,0;1,6;27,0;0,0;7,60;18,4;;;
22/06/2000;1200;6,7;93,0;1018,0;0,0;0,0;0,0;;;4,5;0,0;
22/06/2000;1800;18,0;44,0;1012,7;1,3;5,0;3,0;;;;;
23/06/2000;0000;11,4;75,0;1012,6;0,7;36,0;0,0;7,40;22,2;;;
23/06/2000;1200;7,0;95,0;1011,0;0,0;0,0;6,0;;;5,4;0,0;
23/06/2000;1800;21,3;47,0;1007,2;0,0;0,0;6,0;;;;;
24/06/2000;0000;15,2;76,0;1006,4;0,8;36,0;0,0;6,20;29,4;;;
24/06/2000;1200;13,3;76,0;1003,4;1,3;36,0;8,0;;;11,8;0,0;
24/06/2000;1800;29,2;32,0;997,3;2,0;36,0;8,0;;;;;
25/06/2000;0000;25,1;47,0;998,2;4,0;32,0;1,0;7,90;25,2;;;
25/06/2000;1200;17,4;83,0;1006,4;4,3;27,0;2,0;;;15,1;0,0;
25/06/2000;1800;21,0;61,0;1005,9;2,3;32,0;0,0;;;;;
26/06/2000;0000;15,1;79,0;1009,4;4,3;14,0;3,0;1,00;17,3;;;
26/06/2000;1200;12,4;93,0;1013,1;1,3;9,0;6,0;;;11,3;0,0;
26/06/2000;1800;16,1;78,0;1009,2;3,0;14,0;10,0;;;;;
27/06/2000;0000;14,4;87,0;1011,7;2,0;14,0;8,0;7,80;21,6;;;
27/06/2000;1200;14,2;95,0;1013,3;3,0;14,0;6,0;;;13,4;0,5;
27/06/2000;1800;21,3;63,0;1010,9;2,6;9,0;0,0;;;;;
28/06/2000;0000;17,2;79,0;1009,0;1,3;14,0;0,0;1,30;28,9;;;
28/06/2000;1200;17,0;90,0;1004,2;1,3;9,0;10,0;;;16,0;0,0;
28/06/2000;1800;28,6;49,0;999,8;1,3;5,0;9,0;;;;;
29/06/2000;0000;22,2;74,0;998,8;1,0;14,0;3,0;0,00;22,2;;;
29/06/2000;1200;15,6;93,0;1004,6;7,6;14,0;10,0;;;14,2;0,7;
29/06/2000;1800;15,4;97,0;1001,9;2,0;14,0;10,0;;;;;
30/06/2000;0000;14,2;95,0;1004,7;1,0;14,0;10,0;3,20;18,0;;;
30/06/2000;1200;13,0;90,0;1009,2;1,3;18,0;4,0;;;12,8;35,1;
30/06/2000;1800;17,0;71,0;1010,1;0,0;0,0;6,0;;;;;
01/07/2000;0000;13,4;90,0;1011,0;0,8;14,0;0,0;6,70;25,6;;;
01/07/2000;1200;11,6;95,0;1009,4;0,0;0,0;0,0;;;10,0;0,0;
01/07/2000;1800;25,5;58,0;1003,2;0,0;0,0;6,0;;;;;
02/07/2000;0000;19,2;86,0;1003,9;0,8;9,0;8,0;1,40;27,3;;;
02/07/2000;1200;24,4;61,0;997,3;3,0;36,0;5,0;;;10,8;0,7;
02/07/2000;1800;13,1;95,0;1006,0;2,0;23,0;10,0;;;;;
03/07/2000;0000;10,8;89,0;1014,7;2,1;36,0;5,0;4,10;14,0;;;
03/07/2000;1200;8,7;84,0;1022,0;1,6;36,0;4,0;;;7,0;38,6;
03/07/2000;1800;13,6;61,0;1021,0;2,1;27,0;10,0;;;;;
04/07/2000;0000;8,8;89,0;1023,0;0,8;27,0;3,0;8,00;20,1;;;
04/07/2000;1200;6,0;95,0;1021,3;0,7;27,0;6,0;;;4,2;0,0;
04/07/2000;1800;19,4;46,0;1018,0;0,5;27,0;0,0;;;;;
05/07/2000;0000;12,0;79,0;1017,9;0,8;9,0;0,0;7,40;24,6;;;
05/07/2000;1200;8,8;94,0;1017,3;0,0;0,0;1,0;;;6,4;0,0;
05/07/2000;1800;23,8;57,0;1013,0;0,3;23,0;2,0;;;;;
06/07/2000;0000;17,4;85,0;1013,4;1,6;18,0;3,0;6,50;27,4;;;
06/07/2000;1200;15,6;95,0;1013,0;0,0;0,0;5,0;;;13,8;0,0;
06/07/2000;1800;26,8;57,0;1009,6;2,0;27,0;4,0;;;;;
07/07/2000;0000;18,6;90,0;1009,7;0,7;14,0;0,0;7,40;27,4;;;
07/07/2000;1200;15,6;85,0;1010,6;0,7;9,0;0,0;;;13,8;0,0;
07/07/2000;1800;26,8;51,0;1007,7;1,6;32,0;0,0;;;;;
08/07/2000;0000;20,6;72,0;1007,4;1,3;9,0;0,0;6,30;28,6;;;
08/07/2000;1200;17,7;81,0;1007,2;0,5;5,0;8,0;;;15,1;0,0;
08/07/2000;1800;27,6;53,0;1004,6;1,6;36,0;5,0;;;;;
09/07/2000;0000;22,6;76,0;1004,9;1,6;32,0;10,0;0,10;22,8;;;
09/07/2000;1200;17,5;94,0;1006,0;1,5;36,0;9,0;;;17,0;21,4;
09/07/2000;1800;19,4;95,0;1005,2;0,0;0,0;9,0;;;;;
10/07/2000;0000;18,8;98,0;1004,4;0,3;36,0;10,0;0,00;19,8;;;
10/07/2000;1200;17,1;96,0;1004,0;0,0;0,0;8,0;;;16,4;23,9;
10/07/2000;1800;18,8;98,0;999,4;1,5;36,0;10,0;;;;;
11/07/2000;0000;16,4;95,0;1003,8;3,3;32,0;10,0;0,70;17,3;;;
11/07/2000;1200;13,4;68,0;1007,1;5,3;32,0;5,0;;;10,4;25,2;
11/07/2000;1800;11,6;79,0;1008,4;6,3;32,0;10,0;;;;;
12/07/2000;0000;10,4;69,0;1012,7;5,0;32,0;9,0;1,00;11,8;;;
12/07/2000;1200;6,2;83,0;1019,1;6,0;27,0;9,0;;;5,6;2,7;
12/07/2000;1800;9,2;60,0;1018,3;5,0;27,0;9,0;;;;;
13/07/2000;0000;6,8;76,0;1022,1;1,0;32,0;7,0;4,30;9,2;;;
13/07/2000;1200;6,5;74,0;1024,1;2,6;27,0;9,0;;;5,7;0,0;
13/07/2000;1800;7,9;58,0;1022,2;1,6;27,0;7,0;;;;;
14/07/2000;0000;6,0;55,0;1024,4;3,0;32,0;0,0;8,10;12,4;;;
14/07/2000;1200;1,8;88,0;1022,7;0,0;0,0;2,0;;;0,0;0,1;
14/07/2000;1800;11,4;43,0;1017,7;2,0;9,0;2,0;;;;;
15/07/2000;0000;6,0;81,0;1017,0;0,8;18,0;3,0;5,80;12,8;;;
15/07/2000;1200;5,0;87,0;1013,3;3,0;32,0;8,0;;;2,8;0,0;
15/07/2000;1800;11,9;55,0;1008,9;4,0;27,0;9,0;;;;;
16/07/2000;0000;9,2;68,0;1010,0;2,0;32,0;1,0;6,50;9,2;;;
16/07/2000;1200;6,0;81,0;1013,1;5,0;32,0;4,0;;;5,0;0,0;
16/07/2000;1800;8,6;59,0;1011,3;6,6;27,0;8,0;;;;;
17/07/2000;0000;6,4;73,0;1013,1;3,3;32,0;9,0;4,80;10,7;;;
17/07/2000;1200;6,2;75,0;1017,0;1,6;36,0;10,0;;;5,2;0,0;
17/07/2000;1800;10,5;53,0;1014,3;2,8;5,0;9,0;;;;;
18/07/2000;0000;5,2;84,0;1014,3;0,8;32,0;0,0;7,40;14,6;;;
18/07/2000;1200;3,3;89,0;1016,3;0,8;5,0;0,0;;;1,3;0,0;
18/07/2000;1800;13,8;46,0;1011,9;2,0;32,0;0,0;;;;;
19/07/2000;0000;9,0;68,0;1013,0;0,8;32,0;0,0;8,60;11,8;;;
19/07/2000;1200;4,9;72,0;1016,1;4,0;27,0;3,0;;;3,4;0,0;
19/07/2000;1800;10,8;40,0;1011,8;5,0;32,0;0,0;;;;;
20/07/2000;0000;7,8;55,0;1014,3;2,0;32,0;0,0;8,70;14,4;;;
20/07/2000;1200;7,6;64,0;1015,1;1,0;32,0;2,0;;;6,7;0,0;
20/07/2000;1800;14,0;41,0;1009,7;4,0;27,0;0,0;;;;;
21/07/2000;0000;8,0;77,0;1009,9;0,3;32,0;0,0;8,50;20,1;;;
21/07/2000;1200;5,3;88,0;1010,3;0,0;0,0;0,0;;;2,8;0,0;
21/07/2000;1800;19,2;36,0;1006,2;1,3;14,0;0,0;;;;;
22/07/2000;0000;11,4;73,0;1004,8;1,8;9,0;3,0;1,70;14,8;;;
22/07/2000;1200;9,5;97,0;1005,6;0,0;0,0;10,0;;;8,8;10,2;
22/07/2000;1800;13,6;77,0;1004,9;0,0;0,0;10,0;;;;;
23/07/2000;0000;10,6;94,0;1007,3;0,0;0,0;0,0;8,80;11,3;;;
23/07/2000;1200;5,4;76,0;1015,7;3,1;32,0;3,0;;;4,8;0,2;
23/07/2000;1800;11,1;53,0;1015,1;5,0;27,0;7,0;;;;;
24/07/2000;0000;6,9;72,0;1018,7;0,0;0,0;0,0;8,60;15,4;;;
24/07/2000;1200;4,5;82,0;1017,9;1,0;23,0;0,0;;;2,7;0,0;
24/07/2000;1800;14,6;47,0;1014,8;4,1;27,0;0,0;;;;;
25/07/2000;0000;7,8;85,0;1015,6;0,8;18,0;0,0;8,00;18,0;;;
25/07/2000;1200;5,9;92,0;1019,2;0,5;23,0;2,0;;;3,5;0,0;
25/07/2000;1800;16,8;51,0;1016,8;0,8;32,0;0,0;;;;;
26/07/2000;0000;10,7;83,0;1017,9;0,0;0,0;0,0;8,60;16,0;;;
26/07/2000;1200;7,4;88,0;1021,6;0,0;0,0;0,0;;;6,0;0,0;
26/07/2000;1800;15,0;52,0;1019,0;0,8;23,0;0,0;;;;;
27/07/2000;0000;8,6;80,0;1020,7;1,3;18,0;0,0;8,60;19,0;;;
27/07/2000;1200;6,0;93,0;1019,7;0,0;0,0;0,0;;;4,5;0,0;
27/07/2000;1800;18,6;46,0;1016,4;2,8;9,0;0,0;;;;;
